datetime,open,high,low,close,volume,date,bar,SMALL_PIVOTS,SPH_bars,SPL_bars,SP_FORMED_AT,SP_FORMED_AT_CLOSE,datetime_formatted,pivot_text,pivot_y,broken_sph,broken_spl,broken,index,next_pivot,next_same_pivot,broken_at,break_order,LARGE_PIVOT
2021-06-14 13:45:00,15808.05,15825.9,15806.05,15817.4,131025.0,2021-06-14,0,0,,,,,13:45 06-14-2021,,15815.974999999999,0.0,0.0,0.0,,,,,0.0,
2021-06-14 14:15:00,15819.2,15848.1,15800.4,15827.4,469950.0,2021-06-14,1,0,,,,,14:15 06-14-2021,,15824.25,0.0,0.0,0.0,,,,,0.0,
2021-06-14 14:45:00,15828.0,15837.5,15818.1,15829.0,526275.0,2021-06-14,2,0,,,,,14:45 06-14-2021,,15827.8,0.0,0.0,0.0,,,,,0.0,
2021-06-14 15:15:00,15829.35,15838.95,15828.7,15836.0,480375.0,2021-06-14,3,0,,,,,15:15 06-14-2021,,15833.825,0.0,0.0,0.0,,,,,0.0,
2021-06-15 09:15:00,15866.6,15900.0,15853.95,15880.0,1037775.0,2021-06-15,4,1,,,2021-06-15 11:45:00,15887.0,09:15 06-15-2021,SPH,15925.0,1.0,0.0,1.0,4.0,5.0,10.0,2021-06-15 12:15:00,1.0,
2021-06-15 09:45:00,15879.7,15885.0,15870.4,15883.9,314250.0,2021-06-15,5,-1,,,2021-06-15 12:45:00,15892.05,09:45 06-15-2021,SPL,15840.4,0.0,1.0,1.0,5.0,10.0,23.0,2021-06-15 13:15:00,1.0,LPL
2021-06-15 10:15:00,15883.75,15898.45,15881.0,15890.8,396825.0,2021-06-15,6,0,,,,,10:15 06-15-2021,,15889.725,0.0,0.0,0.0,,,,,0.0,
2021-06-15 10:45:00,15890.8,15896.0,15885.55,15890.75,195375.0,2021-06-15,7,0,A,,,,10:45 06-15-2021,,15890.775,0.0,0.0,0.0,,,,,0.0,
2021-06-15 11:15:00,15891.0,15894.9,15885.1,15887.5,140100.0,2021-06-15,8,0,1,,,,11:15 06-15-2021,,15890.0,0.0,0.0,0.0,,,,,0.0,
2021-06-15 11:45:00,15886.5,15895.0,15878.25,15887.0,139650.0,2021-06-15,9,0,2,A,,,11:45 06-15-2021,,15886.625,0.0,0.0,0.0,,,,,0.0,
2021-06-15 12:15:00,15889.05,15909.0,15884.4,15898.9,403425.0,2021-06-15,10,1,,1,2021-06-15 14:15:00,15883.85,12:15 06-15-2021,SPH,15934.0,0.0,0.0,0.0,10.0,23.0,27.0,,0.0,LPH
2021-06-15 12:45:00,15896.3,15900.15,15888.1,15892.05,131400.0,2021-06-15,11,0,A,2,,,12:45 06-15-2021,,15894.125,0.0,0.0,0.0,,,,,0.0,
2021-06-15 13:15:00,15892.05,15900.0,15866.85,15875.0,351075.0,2021-06-15,12,0,1,,,,13:15 06-15-2021,,15883.425,0.0,0.0,0.0,,,,,0.0,
2021-06-15 13:45:00,15873.9,15903.0,15869.4,15895.15,264225.0,2021-06-15,13,0,,,,,13:45 06-15-2021,,15886.2,0.0,0.0,0.0,,,,,0.0,
2021-06-15 14:15:00,15896.3,15904.3,15880.0,15883.85,173700.0,2021-06-15,14,0,2,,,,14:15 06-15-2021,,15892.15,0.0,0.0,0.0,,,,,0.0,
2021-06-15 14:45:00,15884.4,15893.0,15875.0,15885.35,330600.0,2021-06-15,15,0,,,,,14:45 06-15-2021,,15884.0,0.0,0.0,0.0,,,,,0.0,
2021-06-15 15:15:00,15884.0,15885.7,15870.0,15870.0,466875.0,2021-06-15,16,0,,,,,15:15 06-15-2021,,15877.85,0.0,0.0,0.0,,,,,0.0,
2021-06-16 09:15:00,15859.0,15885.0,15831.0,15864.35,714450.0,2021-06-16,17,0,,,,,09:15 06-16-2021,,15858.0,0.0,0.0,0.0,,,,,0.0,
2021-06-16 09:45:00,15864.25,15868.55,15833.15,15842.1,541125.0,2021-06-16,18,0,,,,,09:45 06-16-2021,,15850.849999999999,0.0,0.0,0.0,,,,,0.0,
2021-06-16 10:15:00,15842.0,15844.5,15809.8,15826.35,800400.0,2021-06-16,19,0,,,,,10:15 06-16-2021,,15827.15,0.0,0.0,0.0,,,,,0.0,
2021-06-16 10:45:00,15827.45,15829.65,15783.8,15805.8,707700.0,2021-06-16,20,0,,,,,10:45 06-16-2021,,15806.724999999999,0.0,0.0,0.0,,,,,0.0,
2021-06-16 11:15:00,15807.0,15821.75,15800.1,15804.0,306375.0,2021-06-16,21,0,,A,,,11:15 06-16-2021,,15810.925,0.0,0.0,0.0,,,,,0.0,
2021-06-16 11:45:00,15804.0,15827.0,15803.25,15811.0,222000.0,2021-06-16,22,0,,1,,,11:45 06-16-2021,,15815.125,0.0,0.0,0.0,,,,,0.0,
2021-06-16 12:15:00,15811.0,15821.0,15776.9,15790.0,326550.0,2021-06-16,23,-1,,,2021-06-16 13:45:00,15833.95,12:15 06-16-2021,SPL,15746.9,0.0,1.0,1.0,23.0,27.0,30.0,2021-06-16 15:15:00,0.0,
2021-06-16 12:45:00,15790.0,15810.0,15783.1,15809.65,299475.0,2021-06-16,24,0,,,,,12:45 06-16-2021,,15796.55,0.0,0.0,0.0,,,,,0.0,
2021-06-16 13:15:00,15809.6,15820.35,15801.1,15811.7,235125.0,2021-06-16,25,0,,,,,13:15 06-16-2021,,15810.725,0.0,0.0,0.0,,,,,0.0,
2021-06-16 13:45:00,15812.8,15840.75,15811.55,15833.95,528900.0,2021-06-16,26,0,A,2,,,13:45 06-16-2021,,15826.15,0.0,0.0,0.0,,,,,0.0,
2021-06-16 14:15:00,15832.55,15848.9,15819.0,15836.35,272925.0,2021-06-16,27,1,,,2021-06-16 15:15:00,15778.0,14:15 06-16-2021,SPH,15873.9,0.0,0.0,0.0,27.0,30.0,32.0,,0.0,
2021-06-16 14:45:00,15833.9,15848.0,15790.2,15793.85,959400.0,2021-06-16,28,0,1,,,,14:45 06-16-2021,,15819.1,0.0,0.0,0.0,,,,,0.0,
2021-06-16 15:15:00,15794.85,15800.05,15766.15,15778.0,1067550.0,2021-06-16,29,0,2,,,,15:15 06-16-2021,,15783.099999999999,0.0,0.0,0.0,,,,,0.0,
2021-06-17 09:15:00,15671.05,15725.25,15656.65,15722.1,1618125.0,2021-06-17,30,-1,,A,2021-06-17 10:15:00,15762.4,09:15 06-17-2021,SPL,15626.65,0.0,1.0,1.0,30.0,32.0,40.0,2021-06-17 14:15:00,0.0,
2021-06-17 09:45:00,15721.25,15744.45,15712.2,15741.95,448800.0,2021-06-17,31,0,,1,,,09:45 06-17-2021,,15728.325,0.0,0.0,0.0,,,,,0.0,
2021-06-17 10:15:00,15742.0,15777.6,15740.1,15762.4,672825.0,2021-06-17,32,1,A,2,2021-06-17 11:45:00,15722.6,10:15 06-17-2021,SPH,15802.6,0.0,0.0,0.0,32.0,40.0,43.0,,0.0,
2021-06-17 10:45:00,15764.6,15767.25,15744.1,15756.55,315975.0,2021-06-17,33,0,,,,,10:45 06-17-2021,,15755.675,0.0,0.0,0.0,,,,,0.0,
2021-06-17 11:15:00,15757.0,15757.5,15719.4,15735.1,384525.0,2021-06-17,34,0,1,,,,11:15 06-17-2021,,15738.45,0.0,0.0,0.0,,,,,0.0,
2021-06-17 11:45:00,15734.5,15739.35,15710.0,15722.6,379725.0,2021-06-17,35,0,2,,,,11:45 06-17-2021,,15724.675,0.0,0.0,0.0,,,,,0.0,
2021-06-17 12:15:00,15720.05,15732.45,15703.0,15726.0,510900.0,2021-06-17,36,0,,,,,12:15 06-17-2021,,15717.725,0.0,0.0,0.0,,,,,0.0,
2021-06-17 12:45:00,15725.0,15748.7,15721.1,15730.5,233850.0,2021-06-17,37,0,,,,,12:45 06-17-2021,,15734.900000000001,0.0,0.0,0.0,,,,,0.0,
2021-06-17 13:15:00,15729.9,15735.0,15708.3,15725.15,255375.0,2021-06-17,38,0,,,,,13:15 06-17-2021,,15721.65,0.0,0.0,0.0,,,,,0.0,
2021-06-17 13:45:00,15723.25,15730.0,15662.3,15662.3,581925.0,2021-06-17,39,0,,,,,13:45 06-17-2021,,15696.15,0.0,0.0,0.0,,,,,0.0,
2021-06-17 14:15:00,15661.55,15678.85,15626.0,15660.0,1607025.0,2021-06-17,40,-1,,A,2021-06-17 15:15:00,15678.3,14:15 06-17-2021,SPL,15596.0,0.0,1.0,1.0,40.0,43.0,46.0,2021-06-18 09:45:00,0.0,
2021-06-17 14:45:00,15660.9,15706.8,15656.75,15703.5,979050.0,2021-06-17,41,0,,1,,,14:45 06-17-2021,,15681.775,0.0,0.0,0.0,,,,,0.0,
2021-06-17 15:15:00,15705.0,15705.0,15677.55,15678.3,751650.0,2021-06-17,42,0,A,2,,,15:15 06-17-2021,,15691.275,0.0,0.0,0.0,,,,,0.0,
2021-06-18 09:15:00,15758.0,15774.0,15668.0,15672.0,1162050.0,2021-06-18,43,1,1,,2021-06-18 09:45:00,15623.0,09:15 06-18-2021,SPH,15799.0,0.0,0.0,0.0,43.0,46.0,55.0,,0.0,
2021-06-18 09:45:00,15672.15,15684.65,15571.25,15623.0,2088975.0,2021-06-18,44,0,2,,,,09:45 06-18-2021,,15627.95,0.0,0.0,0.0,,,,,0.0,
2021-06-18 10:15:00,15623.8,15628.0,15561.0,15579.7,912225.0,2021-06-18,45,0,,,,,10:15 06-18-2021,,15594.5,0.0,0.0,0.0,,,,,0.0,
