datetime,open,high,low,close,volume,date,bar,SMALL_PIVOTS,SPH_bars,SPL_bars,SP_FORMED_AT,SP_FORMED_AT_CLOSE,datetime_formatted,pivot_text,pivot_y,broken_sph,broken_spl,broken,index,next_pivot,next_same_pivot,broken_at,break_order,LARGE_PIVOT
2021-06-18 10:45:00,15579.9,15587.3,15465.1,15540.55,1867275.0,2021-06-18,46,-1,,A,2021-06-18 12:45:00,15580.0,10:45 06-18-2021,SPL,15435.1,0.0,0.0,0.0,46.0,55.0,56.0,,0.0,LPL
2021-06-18 11:15:00,15540.55,15582.4,15533.1,15555.55,710550.0,2021-06-18,47,0,,,,,11:15 06-18-2021,,15557.75,0.0,0.0,0.0,,,,,0.0,
2021-06-18 11:45:00,15556.05,15576.5,15548.95,15564.0,315450.0,2021-06-18,48,0,,,,,11:45 06-18-2021,,15562.725,0.0,0.0,0.0,,,,,0.0,
2021-06-18 12:15:00,15563.35,15610.8,15560.0,15602.3,502200.0,2021-06-18,49,0,,1,,,12:15 06-18-2021,,15585.4,0.0,0.0,0.0,,,,,0.0,
2021-06-18 12:45:00,15602.7,15613.45,15567.25,15580.0,458025.0,2021-06-18,50,0,,2,,,12:45 06-18-2021,,15590.35,0.0,0.0,0.0,,,,,0.0,
2021-06-18 13:15:00,15580.0,15602.2,15559.25,15598.8,291075.0,2021-06-18,51,0,A,,,,13:15 06-18-2021,,15580.725,0.0,0.0,0.0,,,,,0.0,
2021-06-18 13:45:00,15602.0,15647.5,15592.6,15629.15,756900.0,2021-06-18,52,0,,,,,13:45 06-18-2021,,15620.05,0.0,0.0,0.0,,,,,0.0,
2021-06-18 14:15:00,15633.45,15675.0,15617.0,15669.7,748050.0,2021-06-18,53,0,,,,,14:15 06-18-2021,,15646.0,0.0,0.0,0.0,,,,,0.0,
2021-06-18 14:45:00,15670.0,15692.8,15623.35,15688.95,960675.0,2021-06-18,54,0,,,,,14:45 06-18-2021,,15658.075,0.0,0.0,0.0,,,,,0.0,
2021-06-18 15:15:00,15691.15,15731.0,15689.15,15727.6,1125675.0,2021-06-18,55,1,,,2021-06-21 09:45:00,15584.7,15:15 06-18-2021,SPH,15756.0,1.0,0.0,1.0,55.0,56.0,71.0,2021-06-21 14:15:00,1.0,
2021-06-21 09:15:00,15548.0,15582.5,15509.5,15577.25,1866075.0,2021-06-21,56,-1,1,,2021-06-21 10:45:00,15591.5,09:15 06-21-2021,SPL,15479.5,0.0,0.0,0.0,56.0,71.0,81.0,,0.0,
2021-06-21 09:45:00,15574.5,15598.0,15540.05,15584.7,695625.0,2021-06-21,57,0,2,A,,,09:45 06-21-2021,,15569.025,0.0,0.0,0.0,,,,,0.0,
2021-06-21 10:15:00,15585.0,15619.75,15583.05,15619.75,439500.0,2021-06-21,58,0,,1,,,10:15 06-21-2021,,15601.4,0.0,0.0,0.0,,,,,0.0,
2021-06-21 10:45:00,15618.05,15623.4,15585.8,15591.5,420000.0,2021-06-21,59,0,,2,,,10:45 06-21-2021,,15604.599999999999,0.0,0.0,0.0,,,,,0.0,
2021-06-21 11:15:00,15593.0,15613.15,15581.1,15609.15,249525.0,2021-06-21,60,0,,,,,11:15 06-21-2021,,15597.125,0.0,0.0,0.0,,,,,0.0,
2021-06-21 11:45:00,15609.15,15627.45,15596.3,15603.5,324825.0,2021-06-21,61,0,,,,,11:45 06-21-2021,,15611.875,0.0,0.0,0.0,,,,,0.0,
2021-06-21 12:15:00,15603.1,15644.0,15595.0,15629.45,365925.0,2021-06-21,62,0,,,,,12:15 06-21-2021,,15619.5,0.0,0.0,0.0,,,,,0.0,
2021-06-21 12:45:00,15629.4,15694.0,15623.75,15688.0,601050.0,2021-06-21,63,0,,,,,12:45 06-21-2021,,15658.875,0.0,0.0,0.0,,,,,0.0,
2021-06-21 13:15:00,15689.35,15699.9,15664.0,15690.05,626400.0,2021-06-21,64,0,,,,,13:15 06-21-2021,,15681.95,0.0,0.0,0.0,,,,,0.0,
2021-06-21 13:45:00,15690.7,15719.25,15651.0,15715.65,512325.0,2021-06-21,65,0,,,,,13:45 06-21-2021,,15685.125,0.0,0.0,0.0,,,,,0.0,
2021-06-21 14:15:00,15716.2,15740.0,15702.0,15734.0,759000.0,2021-06-21,66,0,,,,,14:15 06-21-2021,,15721.0,0.0,0.0,0.0,,,,,0.0,
2021-06-21 14:45:00,15734.4,15747.7,15710.1,15747.65,717000.0,2021-06-21,67,0,,,,,14:45 06-21-2021,,15728.900000000001,0.0,0.0,0.0,,,,,0.0,
2021-06-21 15:15:00,15745.0,15760.2,15745.0,15749.45,592575.0,2021-06-21,68,0,,,,,15:15 06-21-2021,,15752.6,0.0,0.0,0.0,,,,,0.0,
2021-06-22 09:15:00,15810.0,15857.95,15800.0,15857.55,1176225.0,2021-06-22,69,0,,,,,09:15 06-22-2021,,15828.975,0.0,0.0,0.0,,,,,0.0,
2021-06-22 09:45:00,15857.8,15864.3,15840.85,15862.75,525900.0,2021-06-22,70,0,,,,,09:45 06-22-2021,,15852.575,0.0,0.0,0.0,,,,,0.0,
2021-06-22 10:15:00,15860.75,15876.35,15860.75,15865.1,439125.0,2021-06-22,71,1,A,,2021-06-22 11:15:00,15853.65,10:15 06-22-2021,SPH,15901.35,0.0,0.0,0.0,71.0,81.0,82.0,,0.0,LPH
2021-06-22 10:45:00,15863.0,15874.0,15854.1,15859.65,482175.0,2021-06-22,72,0,1,,,,10:45 06-22-2021,,15864.05,0.0,0.0,0.0,,,,,0.0,
2021-06-22 11:15:00,15857.7,15859.0,15838.45,15853.65,375600.0,2021-06-22,73,0,2,,,,11:15 06-22-2021,,15848.725,0.0,0.0,0.0,,,,,0.0,
2021-06-22 11:45:00,15853.95,15869.3,15850.55,15858.25,279000.0,2021-06-22,74,0,,,,,11:45 06-22-2021,,15859.925,0.0,0.0,0.0,,,,,0.0,
2021-06-22 12:15:00,15860.9,15860.9,15831.9,15844.7,511200.0,2021-06-22,75,0,,,,,12:15 06-22-2021,,15846.4,0.0,0.0,0.0,,,,,0.0,
2021-06-22 12:45:00,15846.0,15854.3,15822.2,15841.1,520500.0,2021-06-22,76,0,,,,,12:45 06-22-2021,,15838.25,0.0,0.0,0.0,,,,,0.0,
2021-06-22 13:15:00,15841.2,15845.0,15817.95,15824.1,427500.0,2021-06-22,77,0,,,,,13:15 06-22-2021,,15831.475,0.0,0.0,0.0,,,,,0.0,
2021-06-22 13:45:00,15823.3,15834.0,15795.95,15810.55,608325.0,2021-06-22,78,0,,,,,13:45 06-22-2021,,15814.975,0.0,0.0,0.0,,,,,0.0,
2021-06-22 14:15:00,15810.55,15843.6,15792.9,15826.85,605700.0,2021-06-22,79,0,,,,,14:15 06-22-2021,,15818.25,0.0,0.0,0.0,,,,,0.0,
2021-06-22 14:45:00,15827.0,15827.7,15753.95,15779.45,1107975.0,2021-06-22,80,0,,,,,14:45 06-22-2021,,15790.825,0.0,0.0,0.0,,,,,0.0,
2021-06-22 15:15:00,15779.4,15779.45,15751.1,15757.0,571425.0,2021-06-22,81,-1,,A,2021-06-23 09:45:00,15757.3,15:15 06-22-2021,SPL,15721.1,0.0,1.0,1.0,81.0,82.0,90.0,2021-06-23 10:15:00,1.0,
2021-06-23 09:15:00,15792.2,15864.6,15775.95,15809.7,970350.0,2021-06-23,82,1,,1,2021-06-23 11:45:00,15768.0,09:15 06-23-2021,SPH,15889.6,0.0,0.0,0.0,82.0,90.0,91.0,,0.0,
2021-06-23 09:45:00,15809.85,15810.3,15756.8,15757.3,588675.0,2021-06-23,83,0,,2,,,09:45 06-23-2021,,15783.55,0.0,0.0,0.0,,,,,0.0,
2021-06-23 10:15:00,15759.0,15783.3,15720.0,15776.0,763650.0,2021-06-23,84,0,,,,,10:15 06-23-2021,,15751.65,0.0,0.0,0.0,,,,,0.0,
2021-06-23 10:45:00,15775.95,15796.2,15764.0,15774.5,383175.0,2021-06-23,85,0,A,,,,10:45 06-23-2021,,15780.1,0.0,0.0,0.0,,,,,0.0,
2021-06-23 11:15:00,15773.15,15789.9,15763.0,15769.5,263925.0,2021-06-23,86,0,1,,,,11:15 06-23-2021,,15776.45,0.0,0.0,0.0,,,,,0.0,
2021-06-23 11:45:00,15768.15,15772.0,15740.1,15768.0,316425.0,2021-06-23,87,0,2,,,,11:45 06-23-2021,,15756.05,0.0,0.0,0.0,,,,,0.0,
2021-06-23 12:15:00,15768.6,15777.15,15730.35,15734.6,386100.0,2021-06-23,88,0,,,,,12:15 06-23-2021,,15753.75,0.0,0.0,0.0,,,,,0.0,
2021-06-23 12:45:00,15734.6,15754.35,15711.05,15723.8,489450.0,2021-06-23,89,0,,A,,,12:45 06-23-2021,,15732.7,0.0,0.0,0.0,,,,,0.0,
2021-06-23 13:15:00,15721.0,15756.8,15705.0,15743.8,634725.0,2021-06-23,90,-1,,1,2021-06-23 13:45:00,15757.1,13:15 06-23-2021,SPL,15675.0,0.0,1.0,1.0,90.0,91.0,93.0,2021-06-23 14:15:00,0.0,
2021-06-23 13:45:00,15744.0,15794.95,15743.7,15757.1,724500.0,2021-06-23,91,1,A,2,2021-06-23 14:45:00,15694.15,13:45 06-23-2021,SPH,15819.95,1.0,0.0,1.0,91.0,93.0,106.0,2021-06-24 13:15:00,1.0,
2021-06-23 14:15:00,15754.0,15766.45,15681.1,15704.7,955500.0,2021-06-23,92,0,1,,,,14:15 06-23-2021,,15723.775000000001,0.0,0.0,0.0,,,,,0.0,
2021-06-23 14:45:00,15702.1,15712.8,15677.0,15694.15,665925.0,2021-06-23,93,-1,2,A,2021-06-24 09:45:00,15726.0,14:45 06-23-2021,SPL,15647.0,0.0,0.0,0.0,93.0,106.0,107.0,,0.0,LPL
2021-06-23 15:15:00,15695.85,15708.25,15686.0,15692.05,525825.0,2021-06-23,94,0,,,,,15:15 06-23-2021,,15697.125,0.0,0.0,0.0,,,,,0.0,
2021-06-24 09:15:00,15722.5,15754.45,15687.25,15746.4,731475.0,2021-06-24,95,0,,1,,,09:15 06-24-2021,,15720.85,0.0,0.0,0.0,,,,,0.0,
2021-06-24 09:45:00,15747.65,15754.65,15722.5,15726.0,437700.0,2021-06-24,96,0,,2,,,09:45 06-24-2021,,15738.575,0.0,0.0,0.0,,,,,0.0,
2021-06-24 10:15:00,15726.0,15749.25,15722.55,15748.65,338100.0,2021-06-24,97,0,,,,,10:15 06-24-2021,,15735.9,0.0,0.0,0.0,,,,,0.0,
2021-06-24 10:45:00,15748.7,15757.75,15737.65,15748.9,320100.0,2021-06-24,98,0,,,,,10:45 06-24-2021,,15747.7,0.0,0.0,0.0,,,,,0.0,
2021-06-24 11:15:00,15748.85,15752.0,15731.65,15740.3,308175.0,2021-06-24,99,0,,,,,11:15 06-24-2021,,15741.825,0.0,0.0,0.0,,,,,0.0,
2021-06-24 11:45:00,15736.5,15769.2,15734.45,15764.0,409575.0,2021-06-24,100,0,,,,,11:45 06-24-2021,,15751.825,0.0,0.0,0.0,,,,,0.0,
2021-06-24 12:15:00,15764.25,15785.0,15751.75,15775.55,439875.0,2021-06-24,101,0,,,,,12:15 06-24-2021,,15768.375,0.0,0.0,0.0,,,,,0.0,
2021-06-24 12:45:00,15775.0,15793.4,15765.6,15791.9,598650.0,2021-06-24,102,0,,,,,12:45 06-24-2021,,15779.5,0.0,0.0,0.0,,,,,0.0,
2021-06-24 13:15:00,15792.55,15808.0,15775.15,15795.0,904500.0,2021-06-24,103,0,,,,,13:15 06-24-2021,,15791.575,0.0,0.0,0.0,,,,,0.0,
2021-06-24 13:45:00,15795.0,15814.65,15779.1,15806.9,845700.0,2021-06-24,104,0,A,,,,13:45 06-24-2021,,15796.875,0.0,0.0,0.0,,,,,0.0,
2021-06-24 14:15:00,15806.25,15807.0,15755.5,15798.85,960150.0,2021-06-24,105,0,1,,,,14:15 06-24-2021,,15781.25,0.0,0.0,0.0,,,,,0.0,
2021-06-24 14:45:00,15798.6,15819.55,15773.2,15794.0,724950.0,2021-06-24,106,1,2,A,2021-06-24 14:45:00,15794.0,14:45 06-24-2021,SPH,15844.55,0.0,0.0,0.0,106.0,107.0,,,0.0,
2021-06-24 15:15:00,15794.6,15794.6,15788.1,15790.0,518850.0,2021-06-24,107,-1,,,2021-06-25 09:45:00,15821.25,15:15 06-24-2021,SPL,15758.1,0.0,0.0,0.0,107.0,,,,0.0,
2021-06-25 09:15:00,15852.2,15874.9,15820.0,15855.0,1022350.0,2021-06-25,108,0,,1,,,09:15 06-25-2021,,15847.45,0.0,0.0,0.0,,,,,0.0,
2021-06-25 09:45:00,15856.5,15863.9,15802.2,15821.25,802050.0,2021-06-25,109,0,,2,,,09:45 06-25-2021,,15833.05,0.0,0.0,0.0,,,,,0.0,
2021-06-25 10:15:00,15822.75,15838.0,15805.0,15824.0,314750.0,2021-06-25,110,0,,,,,10:15 06-25-2021,,15821.5,0.0,0.0,0.0,,,,,0.0,
2021-06-25 10:45:00,15823.55,15840.0,15807.3,15835.0,220100.0,2021-06-25,111,0,,,,,10:45 06-25-2021,,15823.65,0.0,0.0,0.0,,,,,0.0,
2021-06-25 11:15:00,15837.1,15847.0,15827.1,15838.6,148500.0,2021-06-25,112,0,,,,,11:15 06-25-2021,,15837.05,0.0,0.0,0.0,,,,,0.0,
2021-06-25 11:45:00,15839.55,15855.0,15837.8,15852.35,298900.0,2021-06-25,113,0,,,,,11:45 06-25-2021,,15846.4,0.0,0.0,0.0,,,,,0.0,
2021-06-25 12:15:00,15851.85,15867.0,15850.05,15865.4,283500.0,2021-06-25,114,0,,,,,12:15 06-25-2021,,15858.525,0.0,0.0,0.0,,,,,0.0,
2021-06-25 12:45:00,15866.0,15884.0,15850.0,15871.9,450500.0,2021-06-25,115,0,,,,,12:45 06-25-2021,,15867.0,0.0,0.0,0.0,,,,,0.0,
2021-06-25 13:15:00,15871.0,15878.95,15861.45,15873.7,340850.0,2021-06-25,116,0,,,,,13:15 06-25-2021,,15870.2,0.0,0.0,0.0,,,,,0.0,
2021-06-25 13:45:00,15873.4,15895.0,15868.75,15885.4,433100.0,2021-06-25,117,0,,,,,13:45 06-25-2021,,15881.875,0.0,0.0,0.0,,,,,0.0,
2021-06-25 14:15:00,15885.25,15892.5,15870.15,15882.55,248350.0,2021-06-25,118,0,,,,,14:15 06-25-2021,,15881.325,0.0,0.0,0.0,,,,,0.0,
2021-06-25 14:45:00,15884.0,15900.0,15871.95,15897.65,467950.0,2021-06-25,119,0,,,,,14:45 06-25-2021,,15885.975,0.0,0.0,0.0,,,,,0.0,
2021-06-25 15:15:00,15899.25,15899.25,15877.15,15878.0,400800.0,2021-06-25,120,0,,,,,15:15 06-25-2021,,15888.2,0.0,0.0,0.0,,,,,0.0,
